,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__penalty,param_model__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14,48.212042570114136,2.511190406076925,0.08206572532653808,0.007494718079364901,0.01,l1,liblinear,"{'model__C': 0.01, 'model__penalty': 'l1', 'model__solver': 'liblinear'}",0.33117018727554676,0.3340539685010455,0.331241247403362,0.33392387466012213,0.33418950758580335,0.332915757085176,0.0013989469786062077,12
15,132.31789779663086,5.793125356834956,0.07618355751037598,0.014423684176920705,0.01,l2,newton-cg,"{'model__C': 0.01, 'model__penalty': 'l2', 'model__solver': 'newton-cg'}",0.32945900576193227,0.33749569293470644,0.34351805866604745,0.33844140011437146,0.3382011018505563,0.3374230518655228,0.004521566319288775,10
16,52.54636335372925,3.0301042625672205,0.07166666984558105,0.01667786729698077,0.01,l2,lbfgs,"{'model__C': 0.01, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.33919591164908713,0.3445898621368419,0.3445273784792267,0.34428318372324757,0.3396916146599654,0.3424575901296737,0.0024678965336150534,5
17,41.77008757591248,2.4849626115253765,0.08853378295898437,0.032418300312556804,0.01,l2,liblinear,"{'model__C': 0.01, 'model__penalty': 'l2', 'model__solver': 'liblinear'}",0.3309927984294806,0.3331822921974163,0.3390281680210911,0.3360393242379571,0.33472046344793127,0.3347926092667753,0.002703003687119127,11
18,26.86006383895874,2.3949911524198217,0.0,0.0,0.01,elasticnet,newton-cg,"{'model__C': 0.01, 'model__penalty': 'elasticnet', 'model__solver': 'newton-cg'}",,,,,,,,61
19,28.360113191604615,1.931450551076227,0.0,0.0,0.01,elasticnet,lbfgs,"{'model__C': 0.01, 'model__penalty': 'elasticnet', 'model__solver': 'lbfgs'}",,,,,,,,62
20,27.118601703643797,2.4679492796855893,0.0,0.0,0.01,elasticnet,liblinear,"{'model__C': 0.01, 'model__penalty': 'elasticnet', 'model__solver': 'liblinear'}",,,,,,,,63
21,28.147900915145875,2.9425956065675765,0.0,0.0,0.01,,newton-cg,"{'model__C': 0.01, 'model__penalty': None, 'model__solver': 'newton-cg'}",,,,,,,,64
22,27.023300552368163,1.550326061017193,0.0,0.0,0.01,,lbfgs,"{'model__C': 0.01, 'model__penalty': None, 'model__solver': 'lbfgs'}",,,,,,,,65
23,28.588514661788942,1.6274802068160772,0.0,0.0,0.01,,liblinear,"{'model__C': 0.01, 'model__penalty': None, 'model__solver': 'liblinear'}",,,,,,,,66
24,26.735434103012086,1.8260320422678922,0.0,0.0,0.1,l1,newton-cg,"{'model__C': 0.1, 'model__penalty': 'l1', 'model__solver': 'newton-cg'}",,,,,,,,67
25,28.371611881256104,0.8790422130316715,0.0,0.0,0.1,l1,lbfgs,"{'model__C': 0.1, 'model__penalty': 'l1', 'model__solver': 'lbfgs'}",,,,,,,,68
26,67.02880644798279,1.2908963979960548,0.0802372932434082,0.010420443618546818,0.1,l1,liblinear,"{'model__C': 0.1, 'model__penalty': 'l1', 'model__solver': 'liblinear'}",0.3161545106718279,0.32019142679887486,0.32186495025882017,0.32050674271260327,0.3145199798638998,0.3186475220612052,0.002808697130503513,16
27,250.83170857429505,15.037754019149745,0.09290137290954589,0.01673714453642192,0.1,l2,newton-cg,"{'model__C': 0.1, 'model__penalty': 'l2', 'model__solver': 'newton-cg'}",0.31947161957206566,0.3256360791176799,0.32842620498025893,0.32722394359170637,0.32123623618504277,0.32439881668935067,0.003464425021717864,13
28,52.183866357803346,3.35730410035365,0.0689669132232666,0.008785066000734004,0.1,l2,lbfgs,"{'model__C': 0.1, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}",0.3432066532533578,0.3369863456528478,0.3439618510466674,0.34451066041911893,0.3416246040692657,0.3420580228882515,0.0027154780825115908,6
29,46.3563154220581,2.341109734246304,0.07755389213562011,0.008359393687434408,0.1,l2,liblinear,"{'model__C': 0.1, 'model__penalty': 'l2', 'model__solver': 'liblinear'}",0.32098810493702856,0.32429082793619163,0.32714131151991643,0.32712448114930315,0.31972943572644275,0.32385483225377654,0.0030632879106671372,14
30,26.455979967117308,1.6685425786852774,0.0,0.0,0.1,elasticnet,newton-cg,"{'model__C': 0.1, 'model__penalty': 'elasticnet', 'model__solver': 'newton-cg'}",,,,,,,,82
31,27.87657799720764,2.076623259882223,0.0,0.0,0.1,elasticnet,lbfgs,"{'model__C': 0.1, 'model__penalty': 'elasticnet', 'model__solver': 'lbfgs'}",,,,,,,,81
32,27.70821394920349,1.7447089545147627,0.0,0.0,0.1,elasticnet,liblinear,"{'model__C': 0.1, 'model__penalty': 'elasticnet', 'model__solver': 'liblinear'}",,,,,,,,80
33,27.265705108642578,2.102900884519636,0.0,0.0,0.1,,newton-cg,"{'model__C': 0.1, 'model__penalty': None, 'model__solver': 'newton-cg'}",,,,,,,,79
